思いも寄らない一大死闘が展開する！！,1
最後に生き残るのは果たして―――？,0
ブランド物のスーツをスタイリッシュに着こなし、得意のドライビングテクニックを見せてポルシェをカッ飛ばすマイク・ローリー（ウィル・スミス）、かたや家族こそが守るべき大切なものとして、そろそろ引退を考えて危険な職務には消極的なマーカス・バーネット（マーティン・ローレンス）。,1
若いエリートたちとチームを組むことになった二人は、年寄扱いされることに我慢できない。,1
そんな中、マイクが何者かに命を狙われ、バッドボーイズに最大にして最後の危機が訪れる！！,1
『誰かが俺を殺そうとしているー』二人の危険すぎるワイルドで無鉄砲な捜査が、マイアミを舞台に縦横無尽に展開！,1
ジョーカーと別れ、すべての束縛から放たれたハーレイ・クイン。,1
モラルのない暴れぶりが街中の悪党たちの恨みを買うなか、謎のダイヤを盗んだ少女をめぐり、裏世界を牛耳る残酷なサイコ“ブラックマスク” との全面対決へ！,1
悪 VS 悪のカオスな戦いでテンションＭＡＸの ハーレイは、切り札としてクセ者だらけの最凶チームを新結成。,1
世界のすべてをぶち壊しに行く、前代未聞のクレイジーバトルが始まる！,0
ストリート・カーレースに大金を賭ける若者たちが、夜な夜な集まるロサンゼルス。,1
その中でも一目置かれる凄腕ドライバー、ドミニク（ヴィン・ディーゼル）にレースを挑んでくる無謀な連中を相手に、彼は1レースで1万ドルを稼ぎ出す！,1
そんなある日、驚異のドライビング・テクニックを持つブライアン（ポール・ウォーカー）が無敵のマシーンとともに現れドミニクに勝負を挑むことになる！,1
彼は、多発している高級品を積んだトラックが改造スポーツカーに次々と襲われるという事件を追って、潜入捜査を行っていたのだった。,0
激動の幕末を刀1本で生き抜いた伝説の人斬り「緋村剣心」。,0
かつては「人斬り抜刀斎(ばっとうさい)」として恐れられていた彼だったが、新時代の訪れとともに、穏やかな生活を送っていた。,0
ある日、内務卿大久保利通から呼び出される。,1
剣心の後継者として「影の人斬り役」を引き継いだ男、「志々雄真実(ししおまこと)」が京都で暗躍しているというのだ。,1
剣の腕も頭の回転の早さも剣心とほぼ互角。,1
しかし刀を置いた剣心に対し、志々雄は野心を捨てることはなかった。,1
知りすぎた情報を利用される事を恐れた政府は、志々雄の身体に火をつけた。,1
しかし、志々雄は一命を取り留め、全身包帯の姿で戻り、明治政府へ復讐を仕掛けてきたのだった。,1
志々雄は、平和を妬み嫌う戦好きや武器商人などを集め、一大兵力を形成。,1
政府の送り込んだ討伐隊はことごとく壊滅していた。,1
「頼みの綱はもうお前しかいない。お前が動かなければこの国は滅びる」と、最後の望みを託された剣心。,1
やっと手に入れた平穏な日々だったが、逃れられない運命を背負い、斬れない刀〈逆刃刀(さかばとう)〉を手に、仲間と別れ一人で京都へと向かう。,1
剣心“最期の戦い”が遂に始まる―。,0
自分に自信のないティムは年頃になっても彼女ができずにいた。,0
そんな能力に驚きつつも恋人ゲットのためにタイムトラベルを繰り返すようになるティム。,0
そして、本当の愛とは、幸せとは何なのかを知る。,0
夢追い人が集まる街、ロサンゼルス。,0
映画スタジオのカフェで働くミア＜エマ・ストーン＞は女優を目指していたが、何度オーディションを受けても落ちてばかり。,0
千年ぶりとなる彗星の来訪を一か月後に控えた日本。,0
小さく狭い町で、周囲の目が余計に気になる年頃だけに、都会への憧れを強くするばかり。,0
そんなある日、自分が男の子になる夢を見る。,0
見慣れない部屋、見知らぬ友人、戸惑いながらも、念願だった都会での生活を思いっきり満喫する三葉。,0
行ったこともない山奥の町で、自分が女子高校生になっているのだー。,0
彼らが体験した夢の秘密とは？,0
自分の容姿にコンプレックスがあり、仕事も恋も積極的になれないレネー(エイミー・シューマー)。,0
ある日、自分を変えようと通いはじめたジムでハプニングに見舞われ、頭を打って気を失ってしまう。,0
そして目覚めると、絶世の美女に変身していたのだ（と思いこんでしまう）！,0
見た目はそのまま、超絶ポジティブな性格に生まれ変わったことでレネーは自信に満ち溢れ、仕事も恋愛もすべてが絶好調になるが…！？,0
アメリカの国務長官として活躍する才色兼備なシャーロット・フィールド。,0
ルックスが良く仕事もできる宏嵩は、実は重度のゲームヲタク。,0
そして成海もまた、隠れ腐女子であった。,0
近未来のロサンゼルス。,0
セオドア(ホアキン・フェニックス)は、他人の代わりに想いを伝える手紙を書く“代筆ライター”。,0
舞台はイギリスの田舎町。,0
ルイーザ・クラーク（エミリア・クラーク）は、お洒落をすることが大好きな26歳。,0
1952年、ニューヨーク。,0
幼少期に飛行機事故で家族を失った【木山慎一郎】（神木隆之介）は、友人も恋人もなくただ仕事のみに生きてきた。,0
しかしある日、「死を目前にした人間が透けて見える能力」―フォルトゥナの瞳―を持っていることに気づき、生活が一変してしまう。,0
自分はなぜこんな力を持ってしまったのか―,0
まだ恋をしたことのない、高校1年生の木下仁菜子（有村架純）。,0
ある帰り道の電車の中で、学校中の女子から人気を集める同級生の一ノ瀬蓮（福士蒼汰）と出会う。,1
